aX,aY,aZ,gX,gY,gZ
-1.114,-0.424,-0.612,-15.564,-26.062,71.594
-1.210,-0.606,-0.829,-29.785,-37.903,84.961
-1.326,-0.772,-1.042,-37.292,-56.763,106.445
-1.436,-0.786,-1.207,-47.485,-83.435,139.893
-1.536,-0.595,-1.340,-80.200,-113.159,181.213
-1.577,-0.211,-1.360,-114.502,-143.555,219.238
-1.584,0.262,-1.400,-145.325,-172.546,244.385
-1.526,0.915,-1.436,-185.486,-202.271,253.601
0.410,-0.621,-0.364,-29.541,-244.568,-178.101
0.388,-0.986,-0.352,-43.884,-235.413,-189.880
0.440,-0.994,-0.255,0.122,-231.689,-180.481
0.456,-1.058,-0.010,22.522,-228.516,-169.617
0.495,-1.102,0.016,18.738,-203.125,-157.898
0.526,-1.118,0.001,9.033,-180.176,-143.799
0.542,-1.070,-0.013,5.188,-162.537,-129.883
0.552,-1.044,-0.037,3.906,-147.217,-118.408
0.537,-1.101,-0.073,4.150,-134.277,-110.046
0.527,-1.090,-0.082,7.446,-124.878,-99.792
0.547,-0.975,-0.071,13.794,-117.737,-86.548
0.570,-0.866,-0.077,18.250,-110.474,-76.965
0.573,-0.875,-0.101,28.259,-102.539,-74.707
0.550,-0.955,-0.141,43.823,-93.628,-74.707
0.528,-1.017,-0.190,51.697,-86.365,-70.923
0.529,-0.958,-0.210,47.302,-81.848,-62.012
0.556,-0.786,-0.228,39.795,-79.041,-52.368
0.567,-0.684,-0.205,39.795,-77.209,-48.523
0.552,-0.719,-0.212,52.307,-73.608,-52.124
0.530,-0.762,-0.205,65.796,-68.726,-56.885
0.523,-0.708,-0.235,71.655,-64.575,-57.678
0.529,-0.644,-0.250,68.726,-61.523,-57.312
0.528,-0.682,-0.312,78.003,-59.326,-61.157
0.502,-0.714,-0.370,90.332,-57.190,-65.491
0.475,-0.675,-0.385,91.675,-58.472,-65.796
0.444,-0.702,-0.354,90.637,-62.378,-66.101
0.439,-0.697,-0.309,87.769,-64.697,-66.101
0.427,-0.663,-0.289,86.365,-62.805,-62.622
0.419,-0.690,-0.290,87.585,-58.594,-64.941
0.395,-0.723,-0.334,94.421,-54.321,-66.589
0.393,-0.688,-0.388,102.844,-49.927,-66.345
0.351,-0.705,-0.457,116.699,-48.645,-66.772
0.289,-0.788,-0.429,132.019,-47.424,-71.350
0.230,-0.859,-0.329,136.597,-47.302,-74.036
0.157,-0.896,-0.244,131.836,-42.847,-72.632
0.045,-0.932,-0.059,124.023,-36.682,-68.420
-0.092,-1.147,0.082,116.089,-25.635,-59.692
-0.295,-1.456,0.492,101.074,-13.733,-42.603
-0.483,-1.908,1.155,110.291,3.967,-19.470
-0.717,-2.456,2.252,119.873,45.105,20.081
-1.078,-3.153,3.299,150.146,128.662,93.628
-1.510,-3.678,4.000,196.106,243.713,207.397
-2.238,-4.000,4.000,228.210,370.300,327.026
-3.390,-3.833,4.000,295.715,537.354,479.309
-4.000,-4.000,3.735,331.299,703.003,602.478
-4.000,-3.927,3.120,166.443,823.425,751.465
-4.000,-2.544,2.713,10.681,930.115,897.766
-4.000,-1.481,2.145,28.076,1041.931,937.622
-4.000,-0.257,2.211,122.437,1106.995,923.706
-4.000,0.810,1.792,187.500,1158.691,880.615
-4.000,1.082,0.488,275.635,1214.600,817.505
-4.000,1.370,-0.938,312.622,1214.294,756.348
-4.000,1.773,-2.238,282.959,1123.108,687.378
-4.000,1.626,-3.706,344.421,1002.625,600.647
-4.000,1.215,-3.801,358.337,833.496,550.476
-4.000,1.909,-3.833,324.646,661.072,557.251
-3.999,3.113,-3.416,295.227,478.455,555.847
-3.292,3.510,-3.195,331.787,325.623,467.163
-2.701,3.011,-2.338,398.315,178.955,322.021
-2.391,2.113,-0.966,391.052,51.941,185.486
-1.930,1.217,0.209,312.744,-9.216,90.027
-1.644,0.595,0.553,208.191,-3.113,37.720
-1.432,0.257,0.923,120.544,16.479,8.728
-1.341,0.417,0.686,52.185,53.284,4.395
-1.329,0.522,0.279,13.245,83.008,-9.399
-1.371,0.516,-0.176,-2.136,95.825,-29.480
-1.437,0.418,-0.531,-12.756,93.933,-42.175
-1.464,0.187,-0.710,-16.846,80.627,-47.974
-1.478,-0.125,-0.750,-6.287,59.143,-44.861
-1.465,-0.344,-0.691,7.629,38.330,-28.015
-1.412,-0.284,-0.635,8.362,22.461,0.061
-1.373,0.003,-0.630,-1.282,11.230,25.269
-1.282,0.234,-0.534,-9.888,1.099,34.363
-1.243,0.438,-0.500,-16.113,-3.174,33.447
-1.179,0.423,-0.481,-16.296,-4.761,18.005
-1.155,0.315,-0.494,-20.630,-4.761,0.366
-1.140,0.152,-0.493,-29.541,-5.737,-13.123
-1.164,0.035,-0.581,-35.339,-5.859,-20.264
-1.159,-0.128,-0.596,-33.264,-10.925,-22.461
-1.159,-0.240,-0.592,-24.536,-17.151,-18.188
-1.131,-0.267,-0.563,-19.775,-21.667,-7.751
-1.081,-0.255,-0.491,-17.090,-25.757,1.587
-1.053,-0.175,-0.454,-15.625,-27.405,8.118
-0.990,-0.093,-0.400,-13.550,-28.198,9.033
-0.973,-0.027,-0.439,-14.832,-24.231,8.118
-0.979,-0.027,-0.480,-14.404,-21.851,2.991
-0.987,-0.057,-0.549,-12.573,-21.423,-2.563
-0.977,-0.112,-0.589,-9.399,-24.658,-7.629
-0.976,-0.212,-0.566,-7.690,-28.564,-9.094
-0.951,-0.287,-0.490,-5.005,-33.264,-6.226
-0.929,-0.332,-0.431,-4.150,-36.133,-0.854
-0.880,-0.324,-0.347,-3.174,-37.292,5.981
-0.840,-0.223,-0.331,-8.728,-35.400,14.587
-0.818,-0.098,-0.325,-12.512,-33.569,20.142
-0.809,0.015,-0.340,-15.259,-32.898,20.691
-0.808,0.066,-0.368,-17.517,-32.654,16.052
-0.830,0.030,-0.404,-18.616,-33.508,9.644
-0.854,-0.026,-0.434,-18.433,-36.682,5.127
-0.887,-0.042,-0.455,-20.569,-42.480,3.967
-0.934,-0.048,-0.482,-23.437,-49.622,4.089
-1.006,-0.007,-0.552,-25.391,-56.946,5.432
-1.059,0.200,-0.606,-35.645,-69.397,7.751
-1.119,0.551,-0.587,-51.392,-85.144,8.301
-1.190,0.985,-0.543,-67.200,-100.952,-0.732
-1.289,1.532,-0.517,-85.510,-117.065,-22.400
-1.372,2.347,-0.411,-126.404,-136.047,-60.425
-1.549,3.198,-0.079,-194.092,-160.950,-125.000
-1.859,3.812,0.562,-268.677,-186.707,-224.609
-2.302,4.000,1.289,-341.492,-198.608,-345.154
-2.865,4.000,1.983,-402.161,-187.500,-478.149
-3.564,4.000,2.488,-443.665,-152.710,-630.493
-4.000,4.000,2.715,-445.374,-110.718,-795.593
-4.000,3.985,2.708,-414.917,-69.580,-949.463
-4.000,3.289,2.576,-398.315,-28.320,-1081.787
-4.000,2.236,2.414,-407.471,2.808,-1190.613
-4.000,0.582,1.885,-405.579,23.499,-1257.935
-4.000,-1.688,0.802,-351.807,32.532,-1248.230
-4.000,-3.747,0.095,-309.570,10.620,-1129.089
-4.000,-4.000,-0.062,-318.237,-39.490,-899.902
0.556,-0.430,-0.694,-37.903,-112.915,-127.319
0.552,-0.478,-0.641,-32.593,-116.943,-123.474
0.573,-0.477,-0.616,-25.696,-117.737,-116.272
0.581,-0.421,-0.564,-23.621,-118.347,-109.558
0.623,-0.426,-0.493,-24.109,-120.789,-108.398
0.619,-0.471,-0.439,-26.794,-119.690,-111.267
0.607,-0.546,-0.367,-25.757,-115.112,-113.586
0.614,-0.566,-0.315,-25.391,-110.535,-110.718
0.619,-0.573,-0.303,-24.536,-104.248,-107.239
0.620,-0.620,-0.302,-19.714,-98.938,-105.286
0.621,-0.641,-0.351,-13.367,-95.337,-102.966
0.616,-0.655,-0.417,-4.761,-94.360,-99.487
0.620,-0.641,-0.434,3.296,-97.900,-94.299
0.617,-0.661,-0.413,13.184,-102.966,-91.736
0.623,-0.653,-0.325,25.696,-107.300,-89.722
0.641,-0.654,-0.280,36.316,-108.215,-88.379
0.637,-0.675,-0.253,44.312,-106.079,-89.417
0.650,-0.690,-0.229,48.401,-103.271,-90.149
0.674,-0.656,-0.234,45.349,-101.013,-89.355
0.674,-0.580,-0.258,39.001,-98.389,-88.684
0.658,-0.570,-0.304,36.987,-98.022,-90.393
0.644,-0.627,-0.356,39.246,-99.548,-94.849
0.612,-0.650,-0.381,38.879,-101.257,-96.680
0.596,-0.672,-0.365,37.231,-105.774,-97.717
0.568,-0.729,-0.309,36.926,-110.840,-98.694
0.547,-0.778,-0.179,33.569,-114.258,-97.900
0.536,-0.770,-0.129,33.875,-113.892,-93.323
0.520,-0.763,-0.161,41.199,-110.474,-88.501
0.500,-0.752,-0.230,52.185,-107.300,-86.731
0.473,-0.757,-0.302,69.580,-107.483,-88.074
0.444,-0.772,-0.269,79.346,-111.511,-89.844
0.417,-0.843,-0.174,80.261,-114.380,-90.576
0.376,-0.918,-0.056,76.477,-112.427,-90.210
0.347,-0.981,0.018,74.219,-103.699,-88.379
0.274,-1.019,0.062,71.228,-90.149,-83.923
0.175,-1.067,0.155,64.575,-75.806,-79.224
0.027,-1.171,0.303,60.913,-58.899,-74.097
-0.142,-1.486,0.674,46.448,-37.354,-67.566
-0.322,-1.878,1.534,19.226,-9.827,-48.889
-0.627,-2.396,2.995,0.732,36.194,-7.446
-0.905,-2.920,4.000,18.677,132.507,70.679
-1.669,-2.615,4.000,45.837,301.025,192.810
-2.825,-2.754,4.000,10.864,516.357,267.822
-4.000,-2.817,4.000,2.319,769.348,319.824
-4.000,-2.342,3.355,21.729,1025.696,398.804
-4.000,-1.628,1.970,44.556,1192.444,462.830
-4.000,-0.238,1.224,116.272,1273.438,501.160
-4.000,1.110,0.996,221.313,1292.480,511.719
-4.000,1.582,0.823,327.454,1288.879,484.741
-4.000,1.439,-0.174,365.845,1311.951,446.777
-4.000,0.657,-1.768,313.721,1330.994,384.216
-4.000,0.463,-2.652,254.822,1243.347,347.656
-4.000,0.733,-3.378,267.700,1098.328,345.642
-4.000,0.640,-3.952,351.257,923.401,333.130
-4.000,0.472,-3.667,400.696,723.206,340.820
-3.275,1.139,-3.708,325.562,570.740,378.113
-2.736,1.408,-3.510,225.342,453.064,373.779
-2.313,1.067,-2.792,151.489,317.139,315.125
-1.963,0.896,-1.689,86.121,188.782,269.165
-1.710,0.715,-0.660,29.846,114.380,228.577
-1.497,0.644,0.004,0.244,87.524,188.599
-1.360,0.720,0.242,-11.230,90.698,151.794
-1.281,0.921,0.230,-2.014,103.760,113.586
-1.299,0.894,0.007,13.000,120.239,64.636
-1.357,0.775,-0.138,18.005,127.991,17.639
-1.408,0.681,-0.370,16.968,129.517,-17.395
-1.387,0.606,-0.514,33.142,122.681,-45.227
-1.479,0.267,-0.624,26.489,112.183,-71.838
-1.560,-0.184,-0.712,30.701,98.877,-86.182
-1.576,-0.536,-0.729,52.856,82.825,-77.942
-1.547,-0.679,-0.680,53.284,66.711,-51.636
-1.477,-0.572,-0.686,39.734,54.688,-17.822
-1.400,-0.343,-0.698,31.311,43.579,9.888
-1.323,-0.121,-0.654,26.001,31.616,25.024
-1.259,0.065,-0.567,22.644,20.874,27.649
-1.224,0.163,-0.553,19.104,15.747,19.653
-1.212,0.174,-0.542,15.930,12.451,4.700
-1.201,0.083,-0.498,17.334,8.118,-12.634
-1.206,-0.064,-0.467,18.311,5.920,-28.320
-1.208,-0.196,-0.472,16.235,5.310,-37.109
-1.210,-0.345,-0.491,18.860,3.601,-39.429
-1.199,-0.458,-0.505,26.001,0.854,-35.217
-1.175,-0.501,-0.500,28.625,-1.465,-24.231
-1.128,-0.489,-0.499,29.602,-4.456,-11.108
-1.090,-0.411,-0.516,26.917,-8.057,0.488
-1.056,-0.301,-0.499,24.780,-13.306,9.644
-1.045,-0.228,-0.467,24.536,-18.921,13.550
-1.003,-0.174,-0.356,25.269,-24.170,12.939
-0.982,-0.104,-0.315,20.874,-23.376,11.230
-0.970,-0.086,-0.276,16.357,-21.057,6.348
-0.971,-0.089,-0.265,15.198,-18.372,0.549
-0.975,-0.132,-0.264,14.771,-15.808,-4.883
-0.981,-0.210,-0.297,16.235,-12.634,-8.850
-0.986,-0.271,-0.333,18.494,-11.475,-8.789
-0.980,-0.292,-0.349,19.714,-12.024,-6.165
-0.967,-0.301,-0.362,18.616,-12.268,-4.150
-0.951,-0.272,-0.393,15.015,-12.512,-1.892
-0.929,-0.227,-0.406,13.733,-15.564,0.427
-0.905,-0.185,-0.376,12.329,-19.958,0.793
-0.883,-0.157,-0.335,13.184,-23.315,-0.977
-0.875,-0.161,-0.281,12.024,-24.658,-4.028
-0.864,-0.184,-0.217,12.756,-25.391,-7.935
-0.854,-0.190,-0.177,13.184,-22.522,-11.230
-0.863,-0.250,-0.161,6.409,-14.771,-14.099
-0.872,-0.315,-0.176,6.470,-8.728,-15.381
-0.879,-0.365,-0.203,7.690,-3.906,-13.489
-0.881,-0.370,-0.293,4.150,0.732,-9.521
-0.894,-0.363,-0.407,-0.427,2.869,-5.188
-0.898,-0.345,-0.483,-1.831,0.122,-1.404
-0.898,-0.294,-0.500,-2.930,-5.920,3.296
-0.896,-0.233,-0.486,-4.089,-12.939,6.836
-0.904,-0.167,-0.511,-8.484,-18.677,9.216
-0.915,-0.068,-0.572,-13.245,-24.719,11.414
-0.924,0.102,-0.658,-19.714,-32.532,12.817
-0.909,0.283,-0.706,-26.550,-44.495,10.376
-0.915,0.513,-0.856,-37.415,-52.002,5.676
-0.943,0.737,-0.996,-53.345,-64.331,-3.784
-0.999,1.013,-1.116,-72.937,-83.557,-17.883
-1.071,1.314,-1.255,-97.290,-106.262,-39.734
0.499,-0.259,-0.986,-14.160,-74.341,-188.477
0.459,-0.411,-0.917,1.404,-86.548,-190.491
0.384,-0.706,-0.844,6.775,-96.130,-193.604
0.360,-0.943,-0.776,11.597,-102.905,-189.087
0.382,-0.949,-0.737,17.639,-104.492,-173.096
0.420,-0.810,-0.701,20.691,-105.347,-153.931
0.425,-0.755,-0.691,23.010,-107.300,-144.531
0.391,-0.850,-0.694,26.367,-111.084,-145.081
0.356,-0.999,-0.698,37.354,-115.356,-146.057
0.381,-1.051,-0.705,43.030,-119.141,-140.564
0.319,-1.099,-0.666,44.006,-124.329,-132.385
0.322,-1.079,-0.594,37.109,-128.052,-123.535
0.327,-1.074,-0.557,33.325,-127.869,-115.234
0.323,-1.068,-0.497,37.292,-127.441,-109.802
0.326,-1.073,-0.436,43.518,-126.282,-106.079
0.313,-1.123,-0.401,47.180,-122.620,-103.760
0.297,-1.162,-0.403,49.744,-117.371,-100.464
0.283,-1.182,-0.413,48.645,-112.183,-95.093
0.291,-1.165,-0.336,35.095,-107.178,-89.172
0.298,-1.108,-0.418,13.367,-99.792,-81.909
0.300,-1.073,-0.366,18.188,-97.229,-75.500
0.307,-1.053,-0.350,27.100,-92.957,-71.655
0.314,-1.026,-0.371,28.992,-87.097,-67.017
0.309,-1.009,-0.403,23.926,-83.618,-63.843
0.290,-1.006,-0.427,21.240,-80.933,-61.646
0.297,-0.980,-0.430,27.100,-81.543,-57.495
0.302,-0.920,-0.429,35.400,-83.740,-51.697
0.308,-0.890,-0.398,46.387,-86.121,-48.035
0.298,-0.854,-0.371,57.495,-85.083,-46.326
0.293,-0.833,-0.369,61.707,-81.909,-45.593
0.291,-0.791,-0.394,60.608,-77.576,-45.776
0.276,-0.777,-0.373,62.317,-74.951,-47.241
0.263,-0.794,-0.294,63.110,-74.097,-49.988
0.224,-0.826,-0.228,66.162,-70.557,-51.636
0.142,-0.901,-0.178,74.097,-63.843,-53.101
0.030,-0.972,-0.125,84.473,-54.993,-52.490
-0.147,-1.092,-0.058,87.952,-43.640,-50.049
-0.343,-1.272,0.198,82.153,-31.677,-42.603
-0.580,-1.663,0.855,80.994,-18.677,-27.222
-0.808,-2.167,2.031,100.952,-1.160,3.723
-1.178,-2.858,3.428,168.823,36.011,69.885
-1.590,-3.125,4.000,264.160,107.422,193.420
-2.390,-2.850,4.000,314.758,243.591,335.693
-3.798,-2.804,4.000,252.014,459.229,434.937
-4.000,-2.279,4.000,158.325,702.820,539.795
-4.000,-2.148,3.422,84.534,928.223,622.681
-4.000,-2.301,1.820,-6.348,1095.459,675.171
-4.000,-1.776,0.958,-57.678,1193.665,720.276
-4.000,-0.717,1.035,-2.869,1221.741,738.098
-4.000,0.322,1.096,178.345,1213.440,718.262
-4.000,1.042,0.666,391.846,1208.923,698.303
-4.000,1.430,-0.652,504.456,1219.727,669.250
-4.000,1.493,-2.397,527.832,1182.007,634.583
-4.000,1.498,-3.723,484.619,1057.190,601.318
-4.000,1.547,-4.000,398.865,867.859,565.308
-4.000,1.630,-4.000,330.750,649.170,525.269
-3.991,2.184,-3.135,412.537,404.724,496.582
-3.295,2.762,-3.198,404.480,278.442,460.632
-2.774,3.086,-3.069,279.846,193.604,394.714
-2.375,2.854,-2.553,267.029,89.355,299.622
-2.057,2.281,-1.288,228.638,-18.311,188.843
-1.839,1.338,-0.027,178.955,-71.960,98.328
-1.570,1.138,0.212,114.319,-62.378,52.673
-1.404,0.861,0.621,52.124,-46.143,12.573
-1.278,0.622,0.708,21.118,-13.428,-21.484
-1.264,0.373,0.595,27.527,20.630,-54.871
-1.224,0.264,0.424,24.597,47.119,-73.669
-1.230,0.200,0.100,23.071,73.059,-80.505
-1.197,0.202,-0.346,18.738,91.980,-80.994
-1.190,0.057,-0.659,4.517,94.055,-82.214
-1.185,-0.090,-0.988,-0.305,85.083,-74.829
-1.096,-0.021,-1.005,-5.554,63.477,-57.373
-1.063,0.016,-0.975,-16.052,44.189,-42.664
-0.983,-0.107,-0.951,13.733,27.344,-45.044
-0.922,-0.046,-0.806,17.151,10.925,-37.781
-0.909,0.022,-0.768,3.235,4.578,-30.273
-0.912,0.009,-0.745,4.761,1.160,-30.640
-0.913,-0.012,-0.674,6.653,-4.333,-33.081
-0.929,-0.024,-0.672,2.869,-5.676,-34.302
-0.949,-0.058,-0.656,1.770,-6.592,-34.668
-0.971,-0.089,-0.614,2.136,-8.850,-34.668
-0.991,-0.136,-0.605,2.808,-8.728,-33.691
-1.010,-0.206,-0.598,4.761,-7.812,-32.104
-1.016,-0.254,-0.594,6.287,-8.179,-28.259
-1.008,-0.265,-0.594,8.606,-9.766,-21.545
-0.981,-0.227,-0.571,10.864,-13.367,-13.733
-0.963,-0.147,-0.545,7.507,-15.137,-7.629
-0.940,-0.099,-0.560,4.761,-13.977,-5.798
-0.912,-0.071,-0.562,6.287,-13.550,-6.775
-0.895,-0.036,-0.528,6.531,-14.771,-7.996
-0.878,-0.024,-0.483,8.179,-15.076,-10.315
-0.863,-0.033,-0.448,13.062,-14.404,-13.489
-0.870,-0.083,-0.426,14.648,-11.902,-17.761
-0.882,-0.147,-0.421,13.184,-8.423,-20.569
-0.888,-0.182,-0.442,10.925,-5.249,-20.264
-0.888,-0.190,-0.476,8.484,-2.991,-17.761
-0.887,-0.172,-0.502,7.202,-2.563,-14.893
-0.883,-0.155,-0.541,6.836,-4.272,-13.672
-0.849,-0.153,-0.497,10.864,-8.545,-14.526
-0.857,-0.135,-0.500,2.747,-7.202,-12.085
-0.853,-0.131,-0.474,-1.404,-8.240,-11.292
-0.849,-0.074,-0.426,-4.944,-9.277,-10.681
-0.856,-0.118,-0.437,-7.874,-6.226,-14.771
-0.862,-0.170,-0.454,-2.625,-4.456,-18.616
-0.860,-0.188,-0.433,-0.305,-5.249,-19.348
-0.867,-0.195,-0.433,-0.916,-4.944,-19.104
-0.876,-0.234,-0.447,-2.686,-2.258,-19.836
-0.886,-0.282,-0.457,-2.563,-0.122,-19.287
-0.888,-0.299,-0.457,-1.648,1.465,-15.869
-0.873,-0.273,-0.459,-1.099,2.258,-10.315
-0.862,-0.232,-0.479,-2.014,4.028,-6.470
-0.857,-0.204,-0.506,-3.357,5.981,-4.944
-0.850,-0.180,-0.535,-4.333,7.141,-3.967
-0.847,-0.155,-0.549,-5.859,6.592,-3.235
-0.842,-0.133,-0.551,-6.042,5.432,-3.357
-0.852,-0.143,-0.568,-4.639,4.517,-4.211
-0.865,-0.167,-0.575,-2.563,3.418,-4.883
-0.880,-0.183,-0.562,-1.465,1.892,-4.456
-0.880,-0.186,-0.584,-3.052,1.770,-3.357
0.665,-0.535,-0.154,73.792,-91.675,-135.437
0.661,-0.557,-0.163,67.383,-82.214,-135.803
0.650,-0.551,-0.175,56.641,-72.693,-135.071
0.627,-0.568,-0.196,48.645,-65.735,-136.902
0.605,-0.586,-0.241,47.852,-60.852,-138.916
0.572,-0.606,-0.236,46.814,-57.373,-140.808
0.529,-0.662,-0.245,46.021,-53.589,-142.029
0.501,-0.714,-0.230,45.837,-54.688,-141.663
0.473,-0.799,-0.253,46.814,-52.490,-142.029
0.437,-0.899,-0.225,46.570,-51.025,-140.503
0.399,-0.979,-0.217,43.152,-48.279,-136.108
0.373,-1.002,-0.214,36.133,-43.030,-128.845
0.362,-1.017,-0.231,31.860,-38.208,-120.178
0.346,-1.073,-0.280,34.241,-34.302,-113.586
0.311,-1.116,-0.292,35.522,-31.555,-106.628
0.299,-1.108,-0.309,33.691,-29.724,-97.778
0.293,-1.095,-0.368,31.921,-27.832,-90.088
0.276,-1.078,-0.423,27.832,-26.733,-85.022
0.240,-1.129,-0.458,24.353,-27.710,-81.421
0.220,-1.193,-0.470,20.020,-29.114,-77.820
0.227,-1.185,-0.472,12.939,-29.602,-70.740
0.226,-1.180,-0.472,4.578,-29.297,-63.232
0.224,-1.178,-0.455,-0.366,-28.931,-56.885
0.215,-1.212,-0.459,-1.648,-27.649,-50.781
0.210,-1.204,-0.456,-3.845,-26.794,-43.579
0.195,-1.187,-0.510,-4.944,-25.024,-35.889
0.185,-1.188,-0.620,-5.737,-22.705,-30.029
0.163,-1.187,-0.664,-7.324,-25.146,-24.597
0.184,-1.136,-0.622,-5.920,-31.982,-18.311
0.187,-1.135,-0.536,3.052,-38.696,-13.611
0.183,-1.182,-0.467,13.672,-42.236,-9.766
0.175,-1.176,-0.387,18.372,-42.664,-2.625
0.182,-1.104,-0.349,18.250,-39.490,5.798
0.183,-0.987,-0.412,18.677,-33.936,11.719
0.188,-0.912,-0.488,19.531,-29.846,12.146
0.094,-0.895,-0.451,18.616,-28.748,7.812
0.019,-0.972,-0.305,19.958,-27.466,0.427
-0.113,-1.151,0.028,20.081,-18.921,-2.991
-0.301,-1.470,0.713,20.142,0.854,0.000
-0.525,-1.865,1.695,39.246,39.490,19.470
-0.753,-2.317,2.764,80.994,110.107,70.435
-1.135,-2.648,3.588,128.357,213.867,148.621
-1.929,-2.922,4.000,89.417,341.125,221.313
-3.168,-3.075,4.000,4.272,523.315,308.716
-4.000,-2.479,4.000,12.817,732.605,415.955
-4.000,-1.729,3.991,40.100,916.199,498.962
-4.000,-0.687,3.580,80.933,1064.148,558.594
-4.000,0.719,3.272,177.673,1174.622,587.280
-4.000,1.228,3.865,270.569,1251.953,570.007
-4.000,2.294,2.117,362.732,1357.300,555.847
-4.000,1.559,1.369,345.337,1385.376,463.806
-4.000,1.247,0.345,310.974,1383.362,372.437
-4.000,1.267,-0.926,305.298,1345.337,316.528
-4.000,0.932,-2.021,307.739,1244.019,268.616
-4.000,0.598,-2.317,273.254,1085.144,234.131
-4.000,0.188,-2.640,358.582,933.167,222.900
-4.000,-0.285,-2.559,389.771,769.775,240.845
-4.000,-0.451,-2.222,340.332,619.446,277.649
-3.720,-0.328,-2.007,264.954,496.460,307.373
-3.360,0.058,-1.744,209.839,388.489,322.876
-3.045,0.460,-1.431,189.880,290.466,318.848
-2.716,0.858,-0.983,160.034,209.839,296.631
-2.367,1.303,-0.502,120.911,148.743,260.315
-2.105,1.653,-0.176,82.214,109.497,204.773
-1.922,1.703,0.038,51.208,85.999,128.784
-1.794,1.642,0.245,26.123,72.510,49.988
-1.771,1.535,0.250,10.437,71.411,-20.691
-1.815,1.127,0.255,6.653,76.538,-87.585
-1.848,0.629,0.168,20.386,83.435,-133.972
-1.846,0.187,-0.077,25.330,91.736,-153.809
-1.811,-0.327,-0.302,15.442,86.487,-155.945
-1.764,-0.518,-0.538,-2.502,71.838,-134.766
-1.624,-0.587,-0.707,7.385,53.345,-108.337
-1.494,-0.562,-0.700,15.198,28.625,-82.825
-1.381,-0.387,-0.577,-4.150,5.188,-56.824
-1.237,-0.234,-0.410,-19.104,-11.353,-41.077
-1.147,-0.131,-0.218,-26.306,-21.179,-36.255
-1.097,-0.098,-0.080,-21.057,-21.606,-40.466
-1.080,-0.154,0.008,-3.906,-15.930,-48.462
-1.059,-0.234,0.045,7.019,-7.324,-54.016
-1.044,-0.268,-0.009,5.676,2.380,-54.993
-1.029,-0.283,-0.091,0.854,9.888,-53.894
-1.022,-0.335,-0.168,-0.916,12.390,-53.040
-1.031,-0.367,-0.207,1.526,11.230,-51.392
-1.031,-0.382,-0.235,0.610,9.460,-47.668
-1.045,-0.376,-0.231,2.869,7.080,-43.396
-1.065,-0.372,-0.250,7.629,4.761,-39.612
-1.079,-0.318,-0.144,14.587,-1.160,-36.499
-1.081,-0.321,-0.120,35.645,-0.977,-37.109
-1.086,-0.325,-0.064,46.875,-0.366,-37.292
-1.087,-0.314,-0.031,38.086,-0.366,-34.973
-1.089,-0.306,-0.069,31.067,2.563,-33.875
-1.081,-0.340,-0.135,30.334,4.089,-33.875
-1.074,-0.338,-0.167,27.405,2.869,-31.860
-1.054,-0.328,-0.174,22.522,1.404,-28.320
-1.032,-0.309,-0.190,18.616,-0.366,-25.513
-1.019,-0.289,-0.197,14.526,-2.502,-22.522
-1.008,-0.282,-0.174,14.832,-5.371,-20.081
-1.000,-0.277,-0.135,15.320,-7.629,-18.738
-0.995,-0.257,-0.111,12.817,-8.301,-16.724
-0.992,-0.223,-0.097,10.742,-8.545,-15.137
-0.986,-0.210,-0.084,11.414,-8.545,-15.076
-0.994,-0.186,-0.072,14.160,-7.812,-15.564
-1.007,-0.219,-0.080,12.817,-5.310,-16.296
-1.022,-0.214,-0.109,12.451,-3.967,-15.259
-1.042,-0.226,-0.150,12.451,-3.479,-13.977
-1.056,-0.240,-0.162,12.817,-4.517,-12.573
-1.057,-0.239,-0.158,12.573,-6.348,-10.254
-1.056,-0.232,-0.154,12.329,-7.263,-7.812
-1.060,-0.226,-0.164,10.559,-7.874,-5.737
-1.067,-0.234,-0.199,9.949,-7.935,-4.822
-1.074,-0.224,-0.219,10.071,-9.460,-3.174
-1.093,-0.233,-0.253,9.521,-12.024,-1.770
-1.114,-0.240,-0.309,9.277,-14.709,0.122
-1.134,-0.249,-0.385,9.583,-19.043,3.662
-1.158,-0.262,-0.457,9.521,-26.062,8.850
-1.178,-0.270,-0.519,10.254,-35.461,15.747
-1.187,-0.207,-0.558,7.996,-46.265,25.330
-1.179,-0.169,-0.607,8.301,-58.411,33.630
0.346,-0.723,-0.434,11.780,-149.719,-148.560
0.324,-0.794,-0.451,25.269,-145.386,-150.269
0.304,-0.902,-0.442,34.729,-143.311,-151.733
0.287,-0.986,-0.407,35.339,-141.418,-150.879
0.296,-0.975,-0.344,32.166,-138.855,-145.508
0.307,-0.952,-0.299,41.443,-132.996,-139.038
0.309,-0.974,-0.294,57.068,-123.352,-136.841
0.293,-1.020,-0.326,64.575,-114.502,-133.972
0.292,-1.034,-0.359,63.599,-106.506,-128.174
0.310,-0.997,-0.440,64.087,-99.731,-121.094
0.319,-0.932,-0.437,73.303,-94.482,-116.028
0.314,-0.888,-0.480,93.262,-89.722,-115.906
0.284,-0.916,-0.508,106.140,-85.449,-120.300
0.256,-0.943,-0.594,102.783,-83.557,-121.521
0.249,-0.934,-0.570,84.167,-85.144,-117.676
0.253,-0.988,-0.536,60.181,-85.510,-113.464
0.260,-0.942,-0.499,38.513,-83.496,-105.957
